"Z408826","0601100701","OVEROL POPLIN CON CINTA REFLECTIVA AZUL S","FERRETERIA"
"Z408839","0601100201","COLETO PVC DOBLE FAZ 100%  BLANCO","FERRETERIA"
"Z408865","0601100501","FAJA LUMBAR STEELPRO XL","FERRETERIA"
"Z408927","0601010101","CASCO EVO III C/TOP 33 BLANCO","FERRETERIA"
"Z409019","0601100102","CHALECO REFLEC AMARILLO 2 CINTAS","FERRETERA"
"Z409024","0601110202","MALLA FAENA RETAIL (50 YRDSX1 MTS) NARANJA","FERRETERIA"
"Z409037","0601110302","BOTIQUIN PRIMEROS AUX. 10PERS. EMBLISTADO","FERRETERIA"
"Z409039","0601110302","BOTIQUIN PRIMEROS AUX. 100 PERS. EMBLISTADO","FERRETERIA"
"Z410290","0301010101","CAFE INST. CLASICO STICK 1.8GR  X96UN  MONTERREY","ALIMENTOS"
"Z410596","0202050102","INSECTICIDA  AUTOMATICO REPUESTO  291 ML RAID","ASEO Y LIMPIEZA"
"Z411688","0501130101","JABON SPRAY NEUTRO 400ML KIMBERLY","CUIDADO PERSONAL Y SALUD"
"Z411692","0301070102","MERMELADA REGIMEL DAMASCO DIET 200 GR","ALIMENTOS"
"Z412908","0302010101","GALLETA DOBLON BA?ADA EN CHOCOLATE X 30UN","ALIMENTOS"
"Z415087","0304010901","BEBIDA ENERGETICA 4 UN X 250CC RED BULL","ALIMENTOS"
"Z415281","0601020102","FONO PELTOR H52P3E0A SNR 30 DB","FERRETERIA"
"Z415818","0303050801","CHAMPI?ONES ENTERO 400 GRS. WASIL","ALIMENTOS"
"Z416335","0202130106","MOPA SECA  COMPLETA 40 CMS. SMF","ASEO Y LIMPIEZA"
"Z417112","0202010201","LIMP. SANITIZANTE BA?OS Y DUCHAS 750CC SMF","ASEO Y LIMPIEZA"
"Z417640","0299999999","LIMP. AEROSOL SUPERFICIES DELICADAS Y ELECTRONICOS","ASEO Y LIMPIEZA"
"Z417655","0501130101","JABON MULTIFLEX ESPUMA  6X 1000 ML","CUIDADO PERSONAL Y SALUD"
"Z418223","0202150101","GUANTE BAO Y LAVANDERIA  M  VIRUTEX","ASEO Y LIMPIEZA"
"Z419318","0303010202","ACEITE FRITOMASTER 10 LT","ALIMENTOS"
"Z419880","0303100401","AJI DE COLOR 1KG ALMIFRUT","ALIMENTOS"
"Z419930","0302050102","CIRUELAS CON CAROZO X 500 GR","ALIMENTOS"
"Z420068","0303010301","ACEITE OLIVA EXTRA VIRGEN BLEND 5 LT","ALIMENTOS"
"Z420147","0201020101","TOALLA DE PAPEL TORK ECOLOGICA UNIV. H/S 2X250MT","ASEO Y LIMPIEZA"
"Z420270","0801060203","BROCHETAS ANTICUCHO 50 X25CMS SABU","COTILLON"
"Z421267","0303050901","DURAZNO MITAD 560 GRS REGIMEL","ALIMENTOS"
"Z421358","0202010301","LIMP.ANTIGRASA EXTRA FUERTE SMF 1 LT.","ASEO Y LIMPIEZA"
"Z421360","0202010301","LIMP.ANTIGRASA EXTRA FUERTE 5LT. SMF","ASEO Y LIMPIEZA"
"Z421364","0501130101","JABON LIQ. MANZANA 5 LTS. SMF","CUIDADO PERSONAL Y SALUD"
"Z422399","0201020201","TOALLA INTERF.D/H LAMINADA BLANCA 20PQ./200H SUITE","ASEO Y LIMPIEZA"
"Z422444","0301040202","ENDULZANTE SUCRALOSA 350 ML IANSA CERO K","ALIMENTOS"
"Z422477","0201020102","TOALLA PAPEL TORK UNIVERSAL D/H 1X 12.5MT","ASEO Y LIMPIEZA"
"Z424155","0202130105","MOPA HUMEDA COMPLETA  24 ONZAS SMF","ASEO Y LIMPIEZA"
"Z424330","0802040106","VASO PLUMAVIT 180CC  X 2000UN 6 OZ DARNEL","COTILLON"
"Z424331","0802040106","VASO PLUMAVIT 180CC X 20UN 6 OZ DARNEL","COTILLON"
"Z424587","0202040201","DESINFECTANTE AEROSOL DUAL FRESCO 332CC CLOROX","ASEO Y LIMPIEZA"
"Z425030","0802040107","VASO PLUMAVIT 240CC X20UN 8 OZ DARNEL","COTILLON"
"Z425293","0303100201","KETCHUP BOLSA 1KG TRAVERSO","ALIMENTOS"
"Z425326","0501130101","JABON LIQUIDO ALMENDRA 340 ML. BOSSS","CUIDADO PERSONAL Y SALUD"
"Z425861","0301010301","CAPSULA DE CAFE CAPPUCCINO DOLCE GUSTO","ALIMENTOS"
"Z425862","0301010301","CAPSULA DE CAFE LATTE MACCHIATO DOLCE GUSTO","ALIMENTOS"
"Z425876","0601110302","BOTIQUIN PRIMEROS AUX. MINERO NEXCARE","FERRETERIA"
"Z426228","0202020102","LAVALOZA ULTRA 500 ML BOSSS","ASEO Y LIMPIEZA"
"Z426297","0299999999","LIMP DESINCRUSTANTE SACASARRO 5 LITROS FENIX","ASEO Y LIMPIEZA"
"Z426626","0202140101","TRAPERO ALGODON 50x50 SIMPLE C/OJAL VTX PRO","ASEO Y LIMPIEZA"
"Z426976","0202010405","DESINCRUSTANTE SARRO 1 LT SMF","ASEO Y LIMPIEZA"
"Z427266","0202100101","ESPONJA PARRILLA SCOTCH BRITE","ASEO Y LIMPIEZA"
"Z427275","0202130106","MOPA ATRAPATODO MICROFIBRA","ASEO Y LIMPIEZA"
"Z427389","0302040104","GALLETA SIN GLUTEN DULCE CHOCOCHIPS  150 GRS.","ALIMENTOS"
"Z427424","0301020102","TE  NEGRO+NARANJA+ALMENDRA 10 BOL X 20 GRS","ALIMENTOS"
"Z427575","0303150302","POTE FRUTALISTA MIX DPC 24X105 EL VERGEL","ALIMENTOS"
"Z429617","0401080601","CABLE SEGURIDAD 1.5MT","TECNOLOGA"
"Z429745","0501130101","JABON LIQ. DERMO CARE AVENA 1000 ML SIMONDS","CUIDADO PERSONAL Y SALUD"
"Z429747","0501130101","JABON LIQ. DERMO CARE ALOE VERA 1000 ML SIMONDS","CUIDADO PERSONAL Y SALUD"
"Z430004","0302040102","GALLETA AVENA MANZANA CANELA 162GR BE COOKIE","ALIMENTOS"
"Z430019","0202040102","AROMATIZADOR AUTOMATIC LAVANDA&VAINILLA GLADE","ASEO Y LIMPIEZA"
"Z430153","0202120102","BOLSA COLOR VERDE 90X120X80 MICRONES X10UN POLINA","ASEO Y LIMPIEZA"
"Z430524","0601080302","ZAPATO NAZCA DIELECTRICO NU 280 N38","FERRETERIA"
"Z430525","0601080302","ZAPATO NAZCA DIELECTRICO NU 280 N39","FERRETERIA"
"Z430618","0601080102","BOTIN EDELBROCK ED106 N45","FERRETERIA"
"Z430677","0601100702","BUZO TERMICO ALASKA ANTIBACTERIANO XXL","FERRETERIA"
"Z430718","0601080102","BOTIN NAZCA ACONCAGUA ANTICLAVOS NC 585 N41","FERRETERIA"
"Z430865","","ZAPATO NAZCA NU 285 SUPERVISOR PU BLANCO N40",""
"Z430907","0601080102","BOTIN EDELBROCK ED103 N37","FERRETERIA"
"Z430912","0601080102","BOTIN EDELBROCK ED105 N38","FERRETERIA"
"Z430957","0601060105","GUANTE QUIRURGICO NITRILO S/POLVO VERDE T- L X100","FERRETERIA"
"Z430961","0202120102","BOLSA BASURA ROLLO 120X130 5 UNIDADES  VTX PRO","ASEO Y LIMPIEZA"
"Z430967","0601100401","PECHERA PVC GRANDE 90X115CM TRESOR","FERRETERIA"
"Z430975","","BOTIN NAZCA PAOLIO PU NU 410 CAFE N41",""
"Z431166","0304010601","JUGO NECTAR VIVO NARANJA 190ML TRIPACK","ALIMENTOS"
"Z431341","0601080102","BOTIN EDELBROCK ED110 N42","FERRETERIA"
"Z431343","0601080102","BOTIN EDELBROCK ED110 N44","FERRETERIA"
"Z431359","0201020101","TOALLA ALTO METRAJE 190MTS X2","ASEO Y LIMPIEZA"
"Z431883","0601080102","BOTIN DEFENDER ELEGANCE DF 990 N44","FERRETERIA"
"Z432024","0301060101","AVENA INSTANTANEA  900 GRAMOS.","ALIMENTOS"
"Z433163","0202120101","BOLSA P/BASURA TRANSPARENTE 70X90 U10   VTX PRO","ASEO Y LIMPIEZA"
"Z433165","0202120102","BOLSA P/BASURA TRANSPARENTE 90X110 U10   VTX PRO","ASEO Y LIMPIEZA"
"Z433166","0202120102","BOLSA P/BASURA TRANSPARENTE 100X120 U10   VTX PRO","ASEO Y LIMPIEZA"
"Z433167","0202120102","BOLSA P/BASURA TRANSPARENTE 120X140 U10   VTX PRO","ASEO Y LIMPIEZA"
"Z433168","0202120102","BOLSA P/BASURA NEGRA 120X130 U10   VTX PRO","ASEO Y LIMPIEZA"
"Z433338","0501150301","PA?AL BABYSEC PREMIUM 2X CHICO 24X8","CUIDADO PERSONAL Y SALUD"
"Z433592","0301020109","CAPSULA CHAI TEA LATTE X 16 UND DOLCE GUSTO","ALIMENTOS"
"Z433651","0103081007","CINTA ADH. DOBLE CONTACTO TISSUE 9945 48MM X 40MT","OFICINA Y LIBRERIA"
"Z433879","0303060202","FIDEO SPAGHETTI N5 X400 GRS. COLISEO","ALIMENTOS"
"Z434272","0109140603","PAPEL COUCHE MATTE 130 GRS. TAMA?O CARTA 250 HJS.","OFICINA Y LIBRERIA"
"Z434984","0202040104","DESODORANTE  AMB. STICK UP. CITRUS 2X60 GRS.","ASEO Y LIMPIEZA"
"Z434987","0202040104","DESODORANTE  AMB. FRESH GEL. DURAZNO 2X60 GR.","ASEO Y LIMPIEZA"
"Z435003","0299999999","PA?O MULTIUSO X 3 SCOTCH-BRITE","ASEO Y LIMPIEZA"
"Z435013","0202130105","MOPA ULTRASEC SCOTCH-BRITE","ASEO Y LIMPIEZA"
"Z435870","0202010101","LIMP. PISOS FLASH CITRICO 5L. RINDE 200LTS. DIVERS","ASEO Y LIMPIEZA"
"Z435932","0202010105","ABRILLANTADOR PISOS FLOTANTES FRUTOS  ROJOS 900ML","ASEO Y LIMPIEZA"
"Z436126","0601110301","EXTINTOR POLVO QUIMICO SECO(PQS) ABC 6 KGS","FERRETERIA"
"Z436642","0202060202","DETERGENTE POLVO BIOFRESCURA 800GR","ASEO Y LIMPIEZA"
"Z436957","0202010107","CERA ACRILICA AUTOBRILLO ROJA 5 LT.","ASEO Y LIMPIEZA"
"Z437358","0202120102","BOLSA BASURA ROLLO 100x120 5U - VTX PRO","ASEO Y LIMPIEZA"
"Z438136","0601060105","GUANTE EX.NITRILO EXTRA RESIS.L/P AZUL L TOP GLOVE","FERRETERIA"
"Z439038","0301020101","TE NEGRO PREMIUM CEYLON BOLSITA 25 UN X1.8 GR.","ALIMENTOS"
"Z439076","0302010302","GALLETA OBLEA CHOCOLATE DIET NATURE 210 GR","ALIMENTOS"
"Z439095","0302010402","GALLETA CHOCO CHIP DIET NATURE SIN AZUCAR 125 GR","ALIMENTOS"
"Z439614","0202040104","DES AMBIENTAL CONO GEL AROM 190GR FRAMBU BERRIE","ASEO Y LIMPIEZA"
"Z439846","0106110301","CINTA EMBALAJE 48X100MT TRANSP.ULTRARESISTENTE TES","OFICINA Y LIBRERIA"
"Z439849","0601110205","CINTA ANTIDESLIZANTE NEGRO 50X5 MT TESA","FERRETERIA"
"Z440088","0301040203","ENDULZANTE TAGATOSA CERO K STEVIA 180 ML IANSA","ALIMENTOS"
"Z440139","0299999999","PACK DISP + TOALLA JUMBO 250MTS   ELITE","ASEO Y LIMPIEZA"
"Z440198","0301030201","LECHE CHOCOLATE LONCOLECHE  200CC","ALIMENTOS"
"Z440217","0501150703","SABANILLA ADULTO PREDOBLADO COTIDIAN PQT 8 UN","CUIDADO PERSONAL Y SALUD"
"Z440223","","BOTIN TORINO PU/TPU N 42  NT900 NAZCA",""
"Z440393","0201020101","TOALLA PAPEL 2 ROLLOS X 33MTS SUITE","ASEO Y LIMPIEZA"
"Z440619","0202120202","CONTENEDOR BASURA 50 LTS. COLOR AMARILLO","ASEO Y LIMPIEZA"
"Z440883","0202130105","REPUESTO MOPA HUMEDA DE ALGODN 16 OZ SECOWASH","ASEO Y LIMPIEZA"
"Z440889","0601050201","PROTECTOR LABIAL SPF 15 VAINILLA FRAMBUESA  RAYTAN","FERRETERIA"
"Z441081","0101050501","PAPEL FOTOCOPIA LASER CARTA JET 500HJ 90GR CHAMEX","OFICINA Y LIBRERIA"
"Z441250","","BOTIN LG-50 / RANCO / 39 LEGEND",""
"Z441255","","BOTIN LG-50 / RANCO / 44 LEGEND",""
"Z441259","0601080101","BOTIN LG-60 / RUPANCO 41  LEGEND","FERRETERIA"
"Z441261","0601080101","BOTIN LG-60 / RUPANCO 43 LEGEND","FERRETERIA"
"Z441263","0601080101","BOTIN LG-60 / RUPANCO 45 LEGEND","FERRETERIA"
"Z441460","0601060103","GUANTE HYFLEX 11-601 NEGRO T/9  ANSELL","FERRETERIA"
"Z441559","0202140204","TOALLITAS DESINFECTANTES FRESH X 75 HJS CLOROX","ASEO Y LIMPIEZA"
"Z441590","0601110101","CANDADO MOD 140 STANDARD (40 MM)","FERRETERIA"
"Z442231","0601070201","ARNES 4 ARGOLLAS ESTANDAR","FERRETERIA"
"Z442333","0202010205","DESINFECTANTE WC CANASTILLO LAVANDA 1 UND VIRUTEX","ASEO Y LIMPIEZA"
"Z442481","0299999999","LIMP.PISO 1800CC POETT + DES. AMB. 360CC POETT","ASEO Y LIMPIEZA"
"Z442582","0202120101","BOLSA BASURA 70X90CM AZUL 10UN ROLLO VIRUTEX","ASEO Y LIMPIEZA"
"Z442619","0202100103","PAO ESPONJA NATURAL AMARILLO  6UN  VIRUTEX","ASEO Y LIMPIEA"
"Z443234","0601080302","ZAPATO NAZCA PUYEHUE NU150 N37","FERRETERIA"
"Z443553","0301020101","TE PREMIUM CEYLON  20 UN  CLUB","ALIMENTOS"
"Z443635","0201010101","PAPEL HIGIENICO CONTROL OLORES BLANCO H/S 600 MTS","ASEO Y LIMPIEZA"
"Z443831","0301040302","ENDULZANTE 700 SOBRES 1G. 700X1 SPLENDA","ALIMENTOS"
"Z444263","0601010101","CASCO EVO III ARNES C/ ROLLER AZUL STEELPRO","FERRETERIA"
"Z444300","0202010406","ALCOHOL DESNATURALIZADO 1 LITRO 95% SMF","ASEO Y LIMPIEZA"
"Z444301","0202010406","ALCOHOL 70% 1 LITRO SMF","ASEO Y LIMPIEZA"
"Z444324","0301010301","CAPSULA CAF AMERICANO 16UN CAFFESSO DOLCE GUSTO","ALIMENTOS"
"Z444438","0301040201","ENDULZANTE NATURALIST STEVIA 450 ML","ALIMENTOS"
"Z444481","0202030301","CLORO GEL LAVANDA DP 750 CLORINDA","ASEO Y LIMPIEZA"
"Z444747","0202140103","TRAPERO HUMEDO P/FLOTANTE/LAMINC/OJAL 10U VIRUTEX","ASEO Y LIMPIEZA"
"Z444799","0202040101","DESODORANTE AMB BRISA PRIM 360CC POETT","ASEO Y LIMPIEZA"
"Z444801","0202040101","DESODORANTE AMB BOSQUES DE BAMBU 360CC POETT","ASEO Y LIMPIEZA"
"Z444824","0301050102","AZUCAR SACHET GRANEL 800 X 5 GR IANSA","ALIMENTOS"
"Z444834","0601080101","BOTIN LG-60 / RUPANCO 38 LEGEND","FERRETERIA"
"Z445076","0202120101","BOLSA BASURA BLANCA PAPELERO 50X55 10 UND","ASEO Y LIMPIEZA"
"Z445101","0501130101","JABON LIQUIDO NEUTRO 5 LTS SMF","CUIDADO PERSONAL Y SALUD"
"Z445192","1101010101","REGALO TOALLA NESTLE","NUEVOS NEGOCIOS"
"Z445697","0202120202","CONTENEDOR BASURA 25 LTS. COLOR BLANCO","ASEO Y LIMPIEZA"
"Z445707","","ALARGADOR 3MT- 6 POSICIONES CON SWITCH BLANCO",""
"Z445793","0106150103","CUCHILLO CARTONERO X-3","OFICINA Y LIBRERA"
"Z445972","0501150705","PA?AL PLUS GRANDE 36 UN COTIDIAN","CUIDADO PERSONAL Y SALUD"
"Z446169","0303050401","CARNE DE VACUNO MOLIDA EN POUCH 1000 GRAMOS","ALIMENTOS"
"Z446506","0304010602","NECTAR DURAZNO LIGHT 200 CC  WATTS","ALIMENTOS"
"Z446790","0301010301","CAPSULA DE CAFE MOCHA DOLCE GUSTO","ALIMENTOS"
"Z446815","","ESTUFA FIBRA CARBONO CHAMPAG",""
"Z447044","0802040108","VASO PLUMAVIT 300 CC  (200 UNIDADES X CAJA)","COTILLON"
"Z447204","0202140202","PA?O MICROFIBRA COLOR VERDE X5 - VTX PRO","ASEO Y LIMPIEZA"
"Z447302","0303100203","KETCHUP 397 GRS HEINZ","ALIMENTOS"
"Z447622","0202120203","BASURERO ACERO INOXIDABLE 60 LITROS","ASEO Y LIMPIEZA"
"Z447686","0202010107","CERA  ACRILICA NEGRA AUTOBRILLO 5 LITROS","ASEO Y LIMPIEZA"
"Z447763","0303010102","ACEITE MARAVILLA 5 LITROS COLISEO","ALIMENTOS"
"Z447891","0303040201","LENTEJAS 6 MM 1 KILO COLISEO","ALIMENTOS"
"Z447989","0601080102","BOTIN THOR CAFE PU N 35  NU200 NAZCA","FERRETERIA"
"Z448046","","ZAPATO TASK PU/TPU N 39  NT600 NAZCA",""
"Z448060","0601080102","BOTIN TORINO PLUS PU/TPU N 41  NT910 NAZCA","FERRETERIA"
"Z448497","0202140201","PA?O AMARILLO 40X40 CMS","ASEO Y LIMPIEZA"
"Z448992","","JABON TOCADOR MINI BLANCO 15 GRS CAVALLARO 500UN",""
"Z449150","0305020101","CAJA ESPECIAL LA RESBALOSA AMARILLA","ALIMENTOS"
"Z449182","0303100102","MAYONESA SUPRIME 372G DOYPACK HELLMANNS","ALIMENTOS"
"Z449566","0202040101","DESODORANTE AMBIENTAL AROMA DULCE CHERRY 250ML","ASEO Y LIMPIEZA"
"Z452701","0299999999","BALDE CON ESTRUJADOR 14 LTS.","ASEO Y LIMPIEZA"
"Z452865","1101010101","PAPEL ALUMINIO 7.5 MTS. ROLLO EUROFOIL","NUEVOS NEGOCIOS"
"Z452879","1101010101","ABSORVEDOR DE OLORES PARA REFRIGERADOR","NUEVOS NEGOCIOS"
"Z452884","1101010101","LAVA VIDRIOS 50 CMS.","NUEVOS NEGOCIOS"
"Z453064","0202060202","DETERGENTE MULTIACCION BOLSA 400 GR OMO","ASEO Y LIMPIEZA"
"Z453068","0202060202","DETERGENTE MATIC BOLSA 200 GR OMO","ASEO Y LIMPIEZA"
"Z453156","0202010401","LIMPIADOR DESINFE (VIM) C/AMONIACLORO 1 LT SECOWAS","ASEO Y LIMPIEZA"
"Z453587","0304010303","BEBIDA LIGHT LATA  220 CC COCA COLA","ALIMENTOS"
"Z454191","1101010101","642286 PARCHE CURITA PIEL REDONDO CJAX100","NUEVOS NEGOCIOS"
"Z454192","1101010101","GASA *NON WOVEN* 10CM X 10CM  GALIL PAQX200","NUEVOS NEGOCIOS"
"Z458649","0202150101","GUANTE DESECHABLE (CPE) 100 UNIDADES (50 PARES)","ASEO Y LIMPIEZA"
"Z458650","0202040201","DESINFECTANTE AMB. 495CC LAVANDA  LYSOFORM","ASEO Y LIMPIEZA"
"Z459760","0501130301","JABON SPRAY SCOTT 800 ML X 6 UNIDADES","CUIDADO PERSONAL Y SALUD"
"Z459764","0201030301","SERVILLETA INSTITUCIONAL MIL BIANCA","ASEO Y LIMPIEZA"
"Z460261","0202010101","LAVADOR Y ENCERADOR DE CARROCERIAS 5 LTS.","ASEO Y LIMPIEZA"
"Z463042","0399999999","JUGO GO ZUKO BLUE","ALIMENTOS"
"Z463067","0699999999","PROTECTOR SOLAR ELITE CREMA 1 LT","FERRETERIA"
"Z464652","0202010501","LUSTRA MUEBLE CREMA 250 CC LAVANDA VIRGINIA","ASEO Y LIMPIEZA"
"Z470189","1101010101","CAJA PRACTICA AZUL FP 2018","NUEVOS NEGOCIOS"
"Z474133","1101010101","CAJA PUDAHUEL N.C.A","NUEVOS NEGOCIOS"
"Z474414","0699999999","GUANTE PU FLEX BY LEGEND T/9","FERRETERA"
"Z474521","1101010101","CAJA I M DE ROMERAL NCA","NUEVOS NEGOCIOS"
"Z474626","1101010101","CAJA NAVIDAD IDEAL NARANJA 2018","NUEVOS NEGOCIOS"
"Z475156","0299999999","CLORO GEL AROMA LAVANDA 900 ML EXCELL","ASEO Y LIMPIEZA"
"Z476513","0399999999","CAJA ESPECIAL NV 2018 CONST. METROPOLITANA S.A","ALIMENTOS"
"Z477112","0305040101","CAJA IDEAL NARANJA NV 2018 (CHIP)","ALIMENTOS"
"Z494973","0305040101","CAJA NAVIDAD 2018 ALHUE","ALIMENTOS"
"Z521700","0301020101","TE SUPREMO LA RENDIDORA 20 BOL.","ALIMENTOS"
"Z524902","0303010301","ACEITE OLIVA EXTRA VIRGEN 500 ML  MESTRE","ALIMENTOS"
"Z621970","0303080101","PURE DE PAPAS 1KILO MAGGI","ALIMENTOS"
"Z652138","0201010101","PAPEL HIGIENICO TORK ADVANCED JUMBO H/S 4X1135 MT","ASEO Y LIMPIEZA"
"Z852240","0601040201","MASCARILLA PREFORMADA X 50UN","FERRETERIA"
"Z922053","0201010102","PAPEL HIGIENICO 4 ROLLOS 50MT SUITE","ASEO Y LIMPIEZA"
"Z476283","0699999999","CINTA ANTIDESLIZANTE 50 MM X 5 M NEGRO","FERRETERIA"
"Z476289","1101010101","CAJA DE LA GOBERNACIN PROVINCIAL DE VALPARASO NCA","NUEVOS NEGOCIOS"
"Z475121","0399999999","CAJA LAMPA NCA","ALIMENTOS"
"C784010","0401080501","FILTRO PANTALLA NOTEBOOK Y P.PLANA PRIV.PF 19 WIDE","TECNOLOGA"
"C470266","0499999999","BOTELLA TINTA T504 CYAN EPSON","TECNOLOGA"
"FF469009","1101010101","JABON CREMA  CU 1 LITRO","NUEVOS NEGOCIOS"
"C449549","0401020901","TONER HP CE255A HIGH QUALITY","TECNOLOGIA"
"C450173","0401040201","MONITOR LED 27 MODELO LS27F350 SAMSUNG","TECNOLOGA"
"Z454195","1101010101","KIT DE CURACION CJAX50","NUEVOS NEGOCIOS"
"Z454252","1101010101","GUANTE VINILO SIN POLVO SEMPERCARE T/S CTNX1.000","NUEVOS NEGOCIOS"
"Z454255","1101010101","GUANTE NITRILO T/S SKIN MORADO CTNX1.000","NUEVOS NEGOCIOS"
"Z302022","0601060105","GUANTE QUIRURGICO LATEX 100UN TALLA XS CRANBERRY","FERRETERIA"
"U444208","0102180203","ESPIRALES ENCUADER. SPYRA 14MM NEGRO  50U","OFICINA Y LIBRERIA"
"C474139","0401020901","TONER CE505A HIGH QUALITY HP","TECNOLOGIA"
"Z476940","0305040101","CAJA ESPECIAL NV 2018 DOLE 2","ALIMENTOS"
"C437109","0401060303","PENDRIVE  FLIX 16GB","TECNOLOGA"
"FF471021","1101010101","TIJERA SCOTCH PRECISIN ESTUDIANTE 7''","NUEVOS NEGOCIOS"
"FF471023","1101010101","TIJERA SCOTCH MULTIPURPOSE 8'' AQUARELLA","NUEVOS NEGOCIOS"
"FF475176","1101010101","ADHESIVO CIERRE DE HERIDAS LEUKOSAN","NUEVOS NEGOCIOS"
"FF475215","1101010101","COLLAR CERVICAL AJUSTABLE","NUEVOS NEGOCIOS"
"FF475227","1101010101","FERULA INFLABLE BRAZO","NUEVOS NEGOCIOS"
"FF475228","1101010101","FERULA INFLABLE PIE","NUEVOS NEGOCIOS"
"FF475229","1101010101","FERULA INFLABLE PIERNA","NUEVOS NEGOCIOS"
"Z453088","0202060101","DETERGENTE MATIC MULTIACCION BOLSA 5 KG OMO","ASEO Y LIMPIEZA"
"H405207","0101050501","PAPEL FOTOCOPIA CARTA LASER PREP. VERTICAL RE. 500","OFICINA Y LIBRERIA"
"C436100","0401020401","CARTUCHO CLI 42 BK NEGRO PRO 100 CANON","TECNOLOGA"
"C436105","0401020401","CARTUCHO CLI 42 MAGENTA PRO 100 CANON","TECNOLOGA"
"FF454822","1101010101","BUZO DESECHABLE C/GORRO TALLA XL","NUEVOS NEGOCIOS"
"FF454825","1101010101","GUANTE MALLA ACERO TALLA M","NUEVOS NEGOCIOS"
"Z306633","0202130107","MANGO INDUSTRIAL MOPA SECA 1MT RUBBERMAID","ASEO Y LIMPIEZA"
"FF470753","1101010101","MOUSE PRO FIT USB FULL-SIZE","NUEVOS NEGOCIOS"
"FF470832","1101010101","CAF EN GRANO LADERAS DEL TAPIAS 250G","NUEVOS NEGOCIOS"
"FF470840","1101010101","FILM STRETCH 94 MT 6 UNIDADES","NUEVOS NEGOCIOS"
"U449201","0102140301","ARCHIVADOR RAPIDO OF C/ACCOCLIP PLAS NARAN  DIMERC","OFICINA Y LIBRERA"
"FF458824","1101010101","GANCHO TRANSPARENTE MEDIANO OVALADO","NUEVOS NEGOCIOS"
"FF458827","1101010101","SUJETACUADROS MEDIANO","NUEVOS NEGOCIOS"
"U453864","0199999999","TEMPERA 250 ML. PIEL","OFICINA Y LIBRERIA"
"FF458760","1101010101","CINTA EMBALAJE MUDANZA","NUEVOS NEGOCIOS"
"U438103","0101010201","CART.OPALINA LISA 180G.CARTA VERDE 100HJS.","OFICINA Y LIBRERIA"
"Z462660","0401020901","TONER 655A MAGENTA (CF453A) 10.500 PAGINAS HP","TECNOLOGIA"
"Z448426","0101050401","PAPEL FOTOCOPIA ECO A4 CHAMEX","OFICINA Y LIBRERIA"
"C453468","0401010601","IMPRESORA DESKJET INK ADVANTAGE 1115 COLOR","TECNOLOGA"
"C445716","0401010201","IMPRESORA LASERJET PRO M12W T0L46A HP","TECNOLOGIA"
"U437833","0299999999","CAJA ORGANIZADORA WENBOX 28 LTS","ASEO Y LIMPIEZA"
"U436747","1101010101","ANEXO INTEGRAL PLUS SURA","NUEVOS NEGOCIOS"
"U436748","1101010101","ANEXO INTEGRAL SURA","NUEVOS NEGOCIOS"
"Z447082","0399999999","CARRITO REGALO NESTLE","ALIMENTOS"
"U447277","0401020201","TINTA COMPATIBLE HP-950 N 80 ML HIGH QUALITY","TECNOLOGIA"
"C442523","0401020401","CARTUCHO CL-54  COLOR  PIXMA E481 CANON","TECNOLOGIA"
"C455304","0401020901","TONER TN3479 NEFRO P HL5100 12MIL PAG DIMERC","TECNOLOGIA"
"Z424892","0401050207","PROTECTOR SOBRE 1400J MCL 07  BLANCO","TECNOLOGA"
"FF454847","1101010101","PANEL LED CUADRADO 40W CLIDO","NUEVOS NEGOCIOS"
"FF454850","0601110204","SEAL SALIDA DE EMERGENCIA","FERRETERA"
"FF454858","1101010101","PROYECTOR DE REAS LED ULTRA SLIM 50W","NUEVOS NEGOCIOS"
"L400212","","MARCADOR PERM. RECARG. SCA-B P/BIS AMARILLO PILOT",""
"Z458416","0299999999","DESODORANTE AMBIENTAL AUT RPTO FRUTOS ROJOS 270 GR","ASEO Y LIMPIEZA"
"U442751","0109140507","PAPEL SEDA ROJO BANDERA 22 GRS 50X75 BOLSA","OFICINA Y LIBRERA"
"Z441523","0601080202","BOTA PVC BLANCA PUNTA ACERO 42","FERRETERIA"
"FF470708","1101010101","CAJA MICA CARTA (22X28 CM) GRIS 100 UN.","NUEVOS NEGOCIOS"
"Z431306","0601080102","BOTIN EDELBROCK ED102 N42","FERRETERIA"
"C445959","0401050202","CABLE RED CAT6 GRIS 3 M NEXXT","TECNOLOGIA"
"C445968","0401060101","MEMORIA RAM 8GB 1333MHZ DDR3 CL9 SODIMM KINGSTON","TECNOLOGIA"
"C446145","0401020901","TONER 50F4X00 P MS415 NEGRO 10000PAG LEXMARK","TECNOLOGIA"
"Z454312","0599999999","1618 GUANTE QUIR DE LATEX S/P #7.0 SOBX2 UN CJAX50","CUIDADO PERSONAL Y SALUD"
"U435056","0601050303","JABON MECANICO ABRASIVO CITRICO 1000GR","FERRETERIA"
"U434017","0103081110","CINTA ENMASCARAR MASKINGTAPE 24MMX18M VERDE SCOTCH","OFICINA Y LIBRERA"
"Z484904","0699999999","SE?ALETICA VIA DE EVACUACION","FERRETERIA"
"U458246","0106170103","ETIQUETA OUTLET ADIDAS PERFORMANCE VERDE","OFICINA Y LIBRERIA"
